in:Option_ID,in:WWR_N,in:WWR_E,in:WWR_S,in:WWR_W,in:Vert_Overhang,in:Horiz_Overhang,in:Wall_R,in:Roof_R,in:Glazing_U,in:Operable_Percent,in:Scale,in:Length,in:SHGC,in:Infil,out:Peak_Cooling_Load,out:Peak_Heating_Load,out:Hours_above_acceptability,out:1,out:2,out:3,out:4,out:5,out:6,out:7,out:8,out:9,out:10,out:11
0,0.672105379,0.531600949,0.765906183,0.754440177,0.135087378,1.876213421,17.68035788,25.72596264,0.68042963,0.184023942,1.05862506,29.89163103,0.573461676,0.000411765,427402.428,605495.727,83,82,79,83,83,80,84,86,83,81,80,79
1,0.573579915,0.482582534,0.68795122,0.395269643,0.372889022,0.267005331,7.732785399,13.45039442,0.681871103,0.071902942,1.196992593,20.43801737,0.309599717,0.000497268,462028.1393,881869.281,79,75,71,79,80,78,79,81,79,78,75,72
2,0.161488929,0.75368165,0.657016692,0.395625933,0.753662879,1.894213423,24.97462577,30.71804373,0.483645469,0.46675782,1.023353979,25.43488519,0.450157326,0.000284308,289689.6275,550168.9885,82,74,77,86,83,82,86,83,83,81,75,77
3,0.607576249,0.53498172,0.613916266,0.76195566,0.562476041,1.056263382,10.3491826,14.31960404,0.791799926,0.475338414,0.89952028,26.66322619,0.372108519,0.000484267,298270.6473,380737.191,78,76,76,78,80,78,78,80,78,77,74,76
4,0.158026437,0.705662589,0.350882331,0.402648534,0.965428553,1.765873381,10.03544398,21.03619466,0.771595813,0.167904439,1.082341274,27.75015865,0.675064636,0.000307795,406107.9721,527658.924,88,84,81,88,86,83,88,90,83,87,82,81
5,0.183753985,0.201576303,0.442562498,0.633986436,0.594586602,1.002476644,20.70662475,32.68224818,0.412475849,0.662779444,1.127926759,23.04900174,0.330181366,0.000392093,308120.5668,483272.9437,74,59,70,79,79,79,79,80,78,75,68,74
6,0.401804413,0.423497518,0.440192653,0.699345847,0.488963745,1.597645782,19.20905249,21.10664086,0.301044524,0.682229836,1.166332047,22.79955891,0.65746175,0.00041082,487716.3909,788550.1575,84,80,82,84,84,83,85,84,83,84,79,81
7,0.167021005,0.662924285,0.282284654,0.608422325,0.829968784,1.697814889,17.02287325,33.61098787,0.703505282,0.76874831,0.989131098,24.49061113,0.49076503,0.000248366,279325.3862,452595.6042,82,74,79,86,83,83,86,83,83,81,76,78
8,0.214976117,0.35109876,0.391443985,0.379010347,0.551717366,0.330517305,18.94858647,13.0144514,0.721661313,0.268481806,1.096777024,22.07355465,0.579023469,0.00046182,393397.6573,575578.62,80,77,77,82,83,80,81,84,80,81,79,78
9,0.3249901,0.617155282,0.475939468,0.615306625,0.619354937,0.340243318,27.20075821,26.64856574,0.702163806,0.774406228,1.02902905,20.48325914,0.516783787,0.000254169,341508.9522,765195.0808,82,79,80,86,83,83,85,83,83,82,80,79
10,0.423290184,0.198674652,0.414696518,0.468252178,0.364470492,0.579148904,28.71888768,37.76559994,0.472701909,0.500126531,0.812833806,26.39671704,0.632862685,0.000296731,186322.8482,192020.9411,82,81,82,84,84,84,85,85,84,82,80,82
11,0.52045224,0.570811006,0.206115804,0.337692733,0.44308961,0.565477588,13.56900545,31.18249836,0.577960632,0.169960285,1.004110299,26.96330626,0.210805653,0.000281332,221788.9608,351796.028,76,67,68,80,83,79,80,81,77,76,69,67
12,0.506783406,0.560541088,0.308063967,0.671332711,0.148764656,0.62542018,14.90463165,9.27865817,0.658439035,0.512699184,1.054325383,25.46203945,0.31318596,0.000308092,350859.3912,435092.016,79,70,75,81,82,80,81,81,80,79,70,72
13,0.290598204,0.609417982,0.371274086,0.685811593,0.182819209,0.210629214,13.07315933,12.6501727,0.929551183,0.109601922,0.971019262,29.45938487,0.438746428,0.000222413,314309.8531,446764.778,84,82,80,86,88,83,87,90,83,83,83,80
14,0.716350135,0.229691677,0.586235011,0.259696934,0.142859159,1.059013076,6.323248118,27.27469999,0.499328252,0.615739011,0.90854637,24.3359323,0.272033409,0.000207897,179693.104,261082.6418,77,72,74,80,81,79,80,82,79,76,69,70
15,0.160913022,0.165233719,0.63644823,0.412021641,0.39156894,0.795338813,10.84716355,38.85690361,0.833928534,0.245924627,1.146832999,21.49063666,0.234463694,0.000350279,311094.7086,479859.931,73,60,66,78,76,76,79,81,76,69,66,66
16,0.448790892,0.295666702,0.348789476,0.260483577,0.827576147,0.638383117,9.496081079,37.46042805,0.699143923,0.392366517,1.114709104,20.82000604,0.644748354,0.000440532,359924.446,550418.918,81,80,78,81,82,80,81,83,80,80,78,75
17,0.254724539,0.708347666,0.382124993,0.31545957,0.456724471,1.594621737,28.19165282,34.12674647,0.928458764,0.797837888,0.997550983,20.25110632,0.478137919,0.000276753,301589.5575,434226.546,82,73,76,84,82,82,85,83,82,82,74,76
18,0.593075457,0.305347806,0.354765308,0.388167172,0.772793437,0.382418474,29.94231429,33.91803025,0.283603988,0.636260421,1.169039203,23.24365434,0.36763409,0.000405684,319116.8921,389727.6461,79,73,76,80,80,79,82,82,81,77,69,72
19,0.50224992,0.71688473,0.54662871,0.362824973,0.718534964,1.816966988,25.24661405,17.79409683,0.686286493,0.725695112,0.842588926,22.68510892,0.679487562,0.000391796,280729.6447,398360.9209,84,82,79,84,84,80,85,85,83,84,81,79
20,0.32341282,0.349044901,0.176305681,0.29054873,0.915615784,1.793509397,13.37980984,39.48492804,0.451650664,0.403644276,0.994133233,20.07628454,0.60602131,0.000355583,251615.8875,235083.558,81,80,79,84,84,82,84,84,82,80,76,77
21,0.375668489,0.213472052,0.516357302,0.667899877,0.882144108,0.137793947,21.40648425,6.205671398,0.892147182,0.705621113,0.871810648,24.63413788,0.513365577,0.000474821,330233.4258,471264.6606,78,76,77,78,82,78,79,82,79,79,77,77
22,0.681118815,0.763453158,0.365707086,0.687797933,0.596204511,1.082321734,7.310392847,7.423565336,0.719592111,0.756661408,1.08820955,29.30487362,0.565947477,0.000321972,519583.093,789070.431,84,82,79,84,83,81,84,83,82,83,78,79
23,0.277953418,0.25290098,0.31326072,0.710619882,0.205178286,1.621484136,29.3481591,17.23422662,0.260139139,0.257733312,1.104196921,26.17375597,0.485333127,0.000284941,356507.5197,266303.612,82,80,81,84,84,83,84,85,83,82,78,81
24,0.534962537,0.306289992,0.739677368,0.335107807,0.476927519,0.61162433,27.0845777,24.15617128,0.887452777,0.538090077,0.941358741,28.87194182,0.631686859,0.000222937,255381.5437,434814.5773,81,81,78,82,84,82,85,84,84,81,78,79
25,0.660675972,0.628075879,0.297923618,0.460256053,0.817075705,0.109841171,25.37466497,19.69759458,0.984572082,0.019099088,1.109268059,26.23743718,0.350425205,0.000235075,373916.9782,619993.881,84,91,78,91,122,87,86,97,83,90,104,82
26,0.150575399,0.396542316,0.434046626,0.698462707,0.957782882,1.169979781,9.074331013,17.70606798,0.964983146,0.407835237,0.83880342,26.64380219,0.519292009,0.000253996,233813.8752,223586.811,79,78,77,82,83,81,84,85,83,80,78,77
27,0.569449751,0.636348213,0.327110462,0.405054233,0.723868874,0.283467702,7.663663619,24.93020287,0.518907433,0.065651282,1.059561971,29.0751012,0.218965533,0.000435533,290951.215,551904.04,77,72,69,81,85,78,81,83,79,77,74,69
28,0.72609285,0.690520881,0.624563276,0.433907903,0.274371378,1.687158725,16.8901477,33.53249282,0.910985014,0.453683031,0.968630427,23.41370092,0.451212961,0.000409157,336380.0285,427680.5582,80,77,77,82,81,79,83,80,79,78,75,76
29,0.735907504,0.640946127,0.501894499,0.453030585,0.444423259,0.472958515,9.556130705,30.34209564,0.524614807,0.373678293,1.065847225,22.33921018,0.252327045,0.000356908,293390.1468,375134.95,76,69,70,80,79,77,81,78,78,77,69,69
30,0.761276324,0.59886757,0.188888032,0.263839712,0.673886825,1.406413299,8.55114435,11.97015444,0.869219174,0.411686261,0.897287972,21.85978284,0.696655842,0.000445225,360689.41,416667.652,84,81,80,84,84,80,84,84,82,84,79,78
31,0.201683047,0.392070352,0.180439896,0.351019804,0.734564509,0.32002245,8.872215547,35.03756809,0.682964149,0.016787321,1.068017069,23.6782308,0.649683636,0.00038916,324002.151,442358.444,99,131,91,102,145,97,101,141,98,98,133,92
32,0.642513016,0.754566774,0.174697993,0.652639118,0.327111439,1.946727934,26.50152879,9.199629325,0.493528749,0.153863867,1.071887783,21.59445269,0.59593778,0.000229428,456728.9942,517092.338,88,86,83,88,94,85,88,88,85,88,86,82
33,0.335233867,0.257876248,0.293077973,0.296825682,0.844837791,0.863566375,26.61949381,37.14518869,0.988640889,0.306326207,0.910809667,25.93651171,0.373366452,0.000352633,190926.2659,317657.063,77,71,74,79,81,77,80,82,78,76,70,73
34,0.741976433,0.508433165,0.642021352,0.638261485,0.979442798,0.584432189,28.09256372,20.02435493,0.376643044,0.088967848,0.893992992,22.31272226,0.205854427,0.000312872,190936.1101,311023.475,79,76,76,81,84,80,81,84,79,78,77,74
35,0.563930357,0.244446955,0.647529858,0.401319949,0.625457488,0.71286713,8.16680606,19.92233847,0.441740489,0.197535407,0.80111076,29.1611057,0.297985108,0.000468722,170828.3038,313653.209,77,74,75,81,81,79,81,81,79,77,74,75
36,0.516364288,0.184216491,0.474114662,0.624710137,0.806563627,1.112229642,20.96401572,5.88922624,0.425326105,0.438166104,0.806970751,26.92144713,0.221270897,0.000467204,217529.951,333978.819,73,70,71,77,80,76,76,80,76,73,69,70
37,0.676781979,0.259416823,0.486682531,0.538136009,0.906835539,1.922566334,6.393097562,23.34405769,0.829105758,0.786979127,0.947446841,24.3443413,0.653569489,0.000341508,336346.0611,498916.9236,81,80,79,81,83,80,82,84,81,79,77,78
38,0.19953253,0.356420244,0.195586959,0.658211756,0.668416601,0.745986963,14.82716785,31.62900844,0.399497203,0.747395947,1.021167778,28.41157671,0.299188056,0.000309222,241753.4295,313210.2169,76,61,70,80,80,80,80,80,81,76,63,70
39,0.673773299,0.532775162,0.557709268,0.647957676,0.156908407,1.566588379,17.72896773,30.76697623,0.957744969,0.571156028,0.984189731,20.63226394,0.599400186,0.000298886,360382.2463,475310.2895,83,80,80,84,83,81,84,84,82,82,77,78
40,0.200547801,0.58287066,0.601140042,0.592478634,0.181516085,1.721690221,25.45231624,5.959232171,0.438505048,0.677947145,0.917505975,20.38006871,0.506015534,0.000496286,338049.7108,484146.5075,81,77,80,82,82,82,84,82,82,81,79,78
41,0.54311693,0.239711313,0.329222144,0.591291279,0.110392353,1.677913697,20.15793399,25.59858519,0.568903023,0.743960812,0.909250292,27.60688023,0.500936541,0.000228554,240661.9345,337712.5199,81,80,78,84,83,83,84,83,83,79,76,80
42,0.25969459,0.29071079,0.213304678,0.680100747,0.321360175,1.163060761,19.32404988,12.00179689,0.670021692,0.654035578,0.985235109,22.54052647,0.511747414,0.000202316,305232.2696,306426.3184,80,76,80,83,84,83,83,84,83,80,77,81
43,0.253062715,0.595642217,0.354134752,0.225762255,0.143702098,1.26557253,18.2963006,12.89600373,0.966082047,0.751181136,0.965441153,22.87302171,0.408573983,0.000287882,296616.4264,487187.0563,79,70,71,81,82,79,82,83,80,79,71,73
44,0.587564228,0.388458242,0.630492589,0.749306284,0.876975034,0.179393861,20.83226899,29.2141546,0.364288621,0.311323873,1.046046341,23.18549489,0.562195114,0.000310439,370469.8083,281438.1742,84,82,82,85,84,84,86,85,84,84,83,82
45,0.71403337,0.657330984,0.768306577,0.71635619,0.931223678,1.477223478,11.21846424,7.842853939,0.592734365,0.536590948,1.063112664,29.41933092,0.419187075,0.00044622,437505.1586,691104.6731,81,77,78,80,80,79,80,80,81,79,71,75
46,0.735120743,0.600590218,0.563975993,0.47393046,0.640005417,0.411830815,9.91821884,36.88648135,0.653158634,0.739018307,1.133456032,20.9658725,0.259612036,0.000317945,327898.0516,599336.3461,74,69,69,80,78,77,81,77,77,76,69,69
47,0.56766704,0.269013617,0.339927323,0.299842121,0.717190021,1.461188815,25.31524683,9.701366527,0.353934811,0.610700461,0.911392819,26.59304336,0.542572064,0.000399813,260764.8111,319560.85,81,81,80,81,82,80,82,85,81,80,77,78
48,0.708216338,0.668260374,0.326075302,0.39270784,0.712171841,0.676430807,13.04191007,28.56686901,0.936156562,0.398377718,1.158770657,20.86326424,0.522934133,0.000328885,492372.35,518080.362,82,78,77,83,83,81,84,82,80,81,75,74
49,0.38639876,0.419909866,0.769707968,0.274047553,0.646359405,0.185084943,6.24516545,22.96108586,0.336664166,0.782206945,1.045393108,23.06151909,0.414827086,0.000422842,295670.2318,721773.2633,80,71,74,81,83,80,81,82,79,81,78,78
50,0.482439158,0.435411039,0.570390077,0.245837783,0.470769208,0.576863834,17.37759525,14.05602524,0.482080608,0.302045969,0.883535483,28.94388435,0.300951975,0.000383195,205356.733,329266.715,78,71,71,81,81,80,81,82,80,78,70,72
51,0.183222759,0.505571151,0.362365605,0.251361387,0.971074622,0.204385745,27.37765442,10.62073851,0.640729998,0.351100388,0.912483259,21.74472796,0.510651005,0.000412691,265354.9703,388348.454,80,77,74,83,83,80,83,85,80,81,80,76
52,0.422269332,0.327974292,0.385443016,0.397998375,0.59874696,1.973563719,24.81542063,7.079919143,0.414318852,0.280495388,0.969122145,20.21104345,0.52865093,0.000346794,313239.938,451260.659,83,80,81,82,85,81,82,85,82,82,78,80
53,0.576314032,0.731292851,0.398574847,0.324055783,0.240468981,1.28400245,20.00388906,9.084776875,0.375051908,0.073184927,0.848971644,26.02681142,0.389069578,0.000459289,257179.0594,394943.988,87,84,82,85,89,81,85,89,82,86,82,80
54,0.30562575,0.248934362,0.150562667,0.49963028,0.785033805,1.348168636,23.77033369,30.2157038,0.958285304,0.262157082,1.158306319,25.7133891,0.434421461,0.000362256,354453.9026,575156.787,78,73,75,81,82,81,80,82,79,77,71,73
55,0.589517527,0.344891438,0.407118986,0.685150666,0.999028736,1.259983897,29.57010701,23.81204456,0.296750339,0.424779798,1.108427602,23.51054539,0.322429522,0.000218529,301097.9577,315831.4443,79,78,80,83,82,82,84,84,83,78,71,78
56,0.692492305,0.448617542,0.727354226,0.756310328,0.16498929,0.65279793,22.07961066,18.17672391,0.501065663,0.521040026,1.071020096,27.08772043,0.412915225,0.000381427,371939.5472,609969.6762,81,78,78,81,82,80,81,83,80,80,75,78
57,0.298946866,0.604535017,0.462399976,0.277829186,0.315392254,0.909344621,23.70531486,26.78960851,0.548698523,0.025926204,1.12114802,25.24100157,0.583136545,0.000283017,392503.9282,453304.795,94,112,87,92,112,89,93,130,92,90,99,85
58,0.236087778,0.705055298,0.514017201,0.466962786,0.762387513,1.027275327,20.6384718,23.86988944,0.657045529,0.116904709,0.839349134,24.38675741,0.686591236,0.000304207,259390.3601,305760.681,88,89,83,88,88,85,88,94,86,88,84,83
59,0.60257518,0.412057427,0.216440195,0.631372132,0.568583008,1.194529554,22.1868827,25.93531566,0.53515679,0.361870746,0.84066223,27.83347677,0.33710096,0.000429604,200801.6232,245280.875,78,75,77,80,82,79,81,81,79,78,72,74
60,0.436288181,0.737269268,0.295208803,0.564432798,0.232338837,1.705568213,29.52592843,23.15769609,0.842088377,0.122553452,1.123001032,28.90167994,0.265500913,0.00027702,330285.625,566901.754,77,72,71,81,84,79,81,84,78,78,71,69
61,0.523443081,0.675114397,0.166027725,0.185042775,0.622383433,0.772336915,28.02147325,29.65292827,0.432161661,0.386829106,0.895587117,21.63925534,0.45393252,0.00046076,250230.2213,312772.771,82,78,77,85,83,79,84,83,80,81,75,70
62,0.434708094,0.422269436,0.685321287,0.301306616,0.643628695,1.725654165,26.76964943,11.10953913,0.370885001,0.297729546,0.942203904,27.01602421,0.23637864,0.000214513,212665.8071,282585.612,77,71,70,81,83,80,81,83,81,77,69,69
63,0.538262759,0.401681018,0.564417982,0.366693424,0.779069658,0.8965257,5.958914781,17.47899813,0.715391536,0.150001603,1.058186966,27.97706233,0.551807246,0.000219079,340904.4348,468809.59,82,81,80,85,86,84,86,87,84,81,80,80
64,0.180194468,0.733057228,0.22868748,0.536296669,0.835380528,0.393843363,12.70242226,17.12337627,0.505274955,0.642430728,0.89912597,21.95727117,0.656940079,0.000422399,298841.6769,407751.4488,85,78,82,86,85,82,86,85,83,85,80,82
65,0.492217169,0.587920442,0.681416275,0.650067916,0.933976552,0.402781621,10.28185483,6.181728436,0.599958465,0.105428718,0.819887865,26.44536328,0.211257146,0.00034734,226515.9403,425469.542,78,72,71,77,82,77,78,82,78,77,73,72
66,0.546178003,0.243747478,0.506278699,0.256535352,0.23925169,1.985934077,19.10608201,33.09176358,0.331289847,0.63334585,1.078722617,20.47278848,0.483986979,0.000335875,275227.9543,390490.1206,79,80,78,83,81,82,84,83,82,79,73,75
67,0.647170544,0.461719211,0.327956198,0.217333275,0.173454587,1.309393358,8.846434374,33.253852,0.83256003,0.74621866,1.177122737,27.15242898,0.531640279,0.000202518,425477.454,638126.0855,81,77,78,83,81,82,83,83,81,80,70,72
68,0.745147609,0.629041763,0.686247389,0.305063455,0.381877583,0.963571467,6.480185263,9.574837352,0.513981887,0.353867406,1.033059494,22.17148833,0.340464696,0.000232584,340281.2978,399239.921,81,76,76,82,82,80,82,82,80,80,70,73
69,0.454074475,0.614747914,0.292428662,0.712094158,0.221982417,1.587024939,11.51120243,16.83471557,0.295444909,0.443496643,0.972557595,20.68483477,0.213089839,0.000240953,221453.4517,258666.668,78,69,71,82,83,81,82,83,81,77,67,70
70,0.417518093,0.453336589,0.387864246,0.297572435,0.703895882,0.803627551,6.787512674,38.04362866,0.588299546,0.433804222,1.041290835,29.83700358,0.524145066,0.000316452,300311.4779,398953.208,81,78,76,82,82,81,82,82,81,80,76,74
71,0.439402237,0.566610072,0.193264925,0.247492375,0.865569711,0.335459559,22.73067942,14.71662464,0.527323471,0.42978804,1.007060623,22.37817923,0.291803687,0.000499038,286386.9985,485601.383,78,68,68,81,80,77,81,79,78,77,66,67
72,0.17451385,0.765640843,0.320840864,0.63656475,0.202644472,0.131904791,12.46583536,34.07297362,0.257033009,0.795350886,1.171515135,23.12595891,0.393332457,0.000220798,361464.8257,840771.7922,83,71,79,84,82,83,84,82,82,83,75,80
73,0.430481178,0.463232245,0.453441636,0.425879981,0.176514463,1.298997646,6.663285349,8.064064169,0.487549706,0.115604309,0.83464986,21.07185483,0.277499255,0.00035876,212312.1203,368316.899,80,79,76,82,84,80,82,84,80,80,77,74
74,0.380570747,0.633584411,0.476562437,0.429620994,0.523632571,0.238566168,26.38202098,32.91937354,0.737737648,0.378401268,0.920333403,24.06054912,0.46103204,0.00049036,287495.6558,397404.591,82,78,76,83,82,80,84,83,80,81,77,77
75,0.16807443,0.217275714,0.542008466,0.232494241,0.577322267,0.602739132,21.18236048,16.16653033,0.825158753,0.627677602,1.068966135,26.83214642,0.482765437,0.000477865,287443.6876,499833.719,77,65,69,81,80,79,80,80,78,77,74,74
76,0.671522018,0.69442243,0.321462074,0.575067804,0.365142158,0.697926483,23.85005597,16.32517693,0.772613485,0.758562407,1.016987964,25.90193581,0.348159081,0.000300497,331556.505,436365.8641,79,75,77,81,83,79,82,81,80,79,69,73
77,0.674561861,0.568325965,0.550696519,0.292932378,0.543874933,0.360880135,11.32561776,9.009806582,0.901769873,0.617528235,1.131797931,20.76971511,0.526198208,0.000487656,528824.124,735585.379,79,78,77,79,80,78,80,81,77,80,74,75
78,0.302634354,0.527957443,0.55410478,0.466036827,0.603968872,0.222031256,20.87851238,29.43200958,0.752183137,0.475996079,1.073892741,29.1362375,0.399455234,0.00047584,371195.6137,531149.969,79,69,74,81,80,79,81,80,79,78,73,74
79,0.59752323,0.533318226,0.162665579,0.545930088,0.62953818,0.267723276,16.53811084,34.71484782,0.840751061,0.010657697,1.038019277,23.21551372,0.604673554,0.000416287,377864.2267,563100.712,98,118,93,108,159,99,100,121,93,106,153,98
80,0.648573066,0.353990997,0.39192089,0.498337013,0.413344532,0.849067216,10.76306843,11.47192371,0.634709637,0.393240784,1.197862166,29.27983799,0.484223387,0.000305094,477218.673,556168.264,81,80,78,81,83,80,81,83,80,80,74,75
81,0.256219842,0.467861757,0.747663301,0.20342694,0.683871209,0.868597189,27.04419438,37.32349848,0.890916345,0.478111181,1.189902095,27.94968007,0.346565748,0.000450511,354108.191,602135.145,76,64,66,78,76,75,79,79,76,72,67,67
82,0.529510756,0.32293117,0.493717481,0.648915189,0.487598053,1.505345094,13.94246341,18.40098754,0.515436522,0.462485344,0.986736746,29.02198935,0.607607296,0.000353448,341908.7627,316051.8096,81,81,82,82,83,83,84,83,84,80,80,81
83,0.193258208,0.455707301,0.185785351,0.329901958,0.920309672,1.551662792,16.82773809,38.19549415,0.663505617,0.079080785,0.951745331,28.77016053,0.240273146,0.000275928,180612.8727,271118.472,78,78,70,83,93,81,83,92,81,78,78,69
84,0.663382834,0.511166939,0.380517913,0.644515912,0.751723648,0.997702758,10.66873704,30.63608804,0.473847275,0.598456477,0.8791438,27.37992814,0.320709965,0.000238843,194095.8767,287897.6948,80,75,78,82,81,81,82,82,81,79,70,74
85,0.565936687,0.313023188,0.275913551,0.287253956,0.913879445,0.540733787,29.72099397,10.16020676,0.850562325,0.318177987,1.167040972,22.52017848,0.641185603,0.000266705,450402.7996,641179.199,81,81,78,82,84,82,82,85,81,82,79,79
86,0.609635973,0.687835767,0.655166554,0.730310317,0.452048592,1.647178079,22.57350625,8.371667411,0.996123684,0.788550952,1.12429092,23.80875062,0.602476061,0.000262189,539255.6305,1215931.407,84,81,79,84,82,81,84,83,82,82,77,78
87,0.222700483,0.404547402,0.661144085,0.653817984,0.163127966,1.859673199,11.12412969,22.7222242,0.272690677,0.087564944,0.816593296,24.76719084,0.335828494,0.000239856,157842.6095,199969.229,83,86,81,85,87,83,88,99,84,83,81,81
88,0.723681456,0.377428301,0.381281649,0.160798912,0.922138692,1.328729615,24.34002284,22.36337635,0.914092608,0.546302417,1.134841321,20.91383368,0.669839731,0.000224493,428158.5793,443934.191,81,79,78,83,83,83,84,84,82,80,79,75
89,0.235039176,0.314318654,0.512393521,0.677990577,0.220552986,0.480421474,28.23888181,14.45215815,0.51185297,0.002323065,0.804240439,25.80217441,0.59367487,0.000234289,207227.0064,250693.945,167,168,159,153,168,149,168,168,161,152,168,146
90,0.467814043,0.685423552,0.643382017,0.456367025,0.605284773,1.126612494,29.62719936,13.76614362,0.623975098,0.38431385,0.937203191,24.52768887,0.365695222,0.000449962,279465.997,444864.94,80,72,75,81,80,80,82,81,80,78,71,74
91,0.289983585,0.677275916,0.74372456,0.554892619,0.800235276,0.801938531,6.823926709,32.01554527,0.768358009,0.310578282,1.049150987,28.082675,0.457912374,0.000426888,351686.5623,527903.39,82,77,75,82,81,80,83,83,79,79,76,77
92,0.614136908,0.357910305,0.447501695,0.703748652,0.570262362,0.298010209,7.47103489,25.52584883,0.972961497,0.577368909,0.836251188,20.17935594,0.509702011,0.00043478,265464.6935,303649.151,79,77,77,80,82,79,81,80,80,80,76,77
93,0.495723663,0.611821104,0.404700281,0.54357792,0.982579849,1.907023299,23.66133371,35.98372013,0.260907087,0.092274832,0.847318218,25.13716953,0.536231994,0.000252935,204422.5794,179915.789,89,89,85,89,90,86,89,91,87,88,88,84
94,0.408630656,0.214707776,0.55554102,0.666583935,0.732010149,0.343676249,13.23059183,20.14322079,0.356226541,0.547916215,0.881603192,29.92345706,0.385942815,0.000397249,237307.2257,326519.9954,78,76,78,81,83,81,81,83,81,79,77,78
95,0.643904664,0.24769941,0.276713104,0.175939997,0.868247857,0.187729865,21.84914742,32.60628185,0.649058515,0.328062385,0.98790721,22.96343947,0.326651838,0.000456205,236234.7354,441331.854,73,72,71,79,80,76,79,79,78,75,69,69
96,0.666167724,0.68635038,0.245450581,0.210590983,0.346047741,1.928350986,19.8339506,11.52914586,0.758726378,0.320929188,0.870196071,24.24264489,0.543057644,0.000236822,291728.9106,333916.303,84,83,79,87,86,82,84,87,82,83,79,79
97,0.627119891,0.37941362,0.330837085,0.345570103,0.309995511,1.994006876,26.12134048,29.32863909,0.992943843,0.201141974,0.868508484,29.69711168,0.239754142,0.00028834,178735.1294,340745.974,72,70,66,80,82,78,80,78,78,74,68,67
98,0.320625263,0.698315424,0.187276603,0.244768239,0.688539319,1.144427174,18.22272326,5.538262338,0.869501345,0.602344366,1.077049287,27.65262143,0.435904749,0.000260395,447672.145,596938.174,80,76,73,83,84,80,82,82,81,79,74,71
99,0.504930666,0.343205929,0.629791125,0.288369618,0.332914877,1.393507258,5.833487263,12.52405828,0.860828995,0.581313401,0.836998526,20.56285933,0.680651081,0.000480466,259685.2566,350501.163,82,80,79,82,80,79,84,82,81,80,77,77
100,0.29838091,0.605975119,0.617179486,0.390851564,0.778169471,1.130843397,9.161559653,16.38087559,0.735032064,0.777226178,1.063560787,21.34503245,0.249811598,0.000472949,341261.902,522725.3737,72,62,66,75,77,73,77,78,76,71,67,66
101,0.664848615,0.757147476,0.509485622,0.158798094,0.225007466,0.925260621,26.03142342,25.29979074,0.287365554,0.164661235,1.160979701,24.65996023,0.58835441,0.000293383,485801.7256,381601.943,88,85,82,89,87,84,89,88,86,88,82,80
102,0.285215379,0.474245517,0.594120477,0.684076096,0.861523745,0.842649527,18.09646944,38.90092072,0.434354077,0.472409228,0.914812741,28.01021466,0.468146667,0.000421828,260508.9745,323351.5082,80,76,80,81,83,82,82,83,83,81,79,78
103,0.155573948,0.691509684,0.347078349,0.660476639,0.454025386,1.869273388,22.61772868,24.85148814,0.826534722,0.331509518,0.867833875,28.68202464,0.546488231,0.000211411,226796.8693,167825.779,86,79,82,87,85,83,88,88,83,83,80,81
104,0.377264694,0.764957645,0.283470538,0.723723806,0.955593779,0.434197596,19.65409409,26.08782259,0.614481364,0.247919033,1.086815061,28.75166371,0.208887207,0.000481974,307001.504,588546.945,71,61,66,79,78,76,77,78,76,73,63,67
105,0.220000045,0.521445253,0.378551705,0.231387451,0.903185272,1.756435218,13.42166795,35.00958797,0.743306463,0.689917009,1.173897325,20.9277457,0.564131439,0.0004895,441649.045,569733.71,80,69,70,81,80,78,81,80,77,80,70,73
106,0.459134125,0.552469098,0.724000815,0.381196247,0.352004385,0.500689673,12.0860622,25.33910773,0.585501487,0.576106474,0.803422415,20.79712492,0.589900999,0.000270019,205596.334,441315.5162,84,82,81,86,85,85,87,85,85,84,83,80
107,0.678683785,0.425539415,0.602370857,0.764018992,0.978255576,0.385716723,15.64083637,6.670771831,0.760558265,0.032599511,1.144474047,21.08847589,0.471433118,0.000341694,555499.4619,871735.28,87,91,83,85,95,82,85,94,82,87,87,82
108,0.29384469,0.250291492,0.254219361,0.472733992,0.368898315,1.017000679,25.19037064,10.2704593,0.591229135,0.389900598,0.945661306,28.84224134,0.64520867,0.000360449,291714.0945,405895.073,80,80,81,81,85,82,82,85,83,80,79,81
109,0.497964798,0.279114082,0.27156825,0.720837478,0.326779957,0.158630314,5.912798837,14.27145098,0.599301142,0.45040018,1.030485356,23.86499962,0.307476697,0.000364038,321992.664,398327.748,76,70,74,80,82,79,80,81,79,76,70,73
110,0.62381602,0.395052708,0.454112551,0.508522686,0.344072136,1.268882595,16.30119001,39.77224776,0.448817959,0.124484845,1.101799551,24.74262827,0.558558239,0.000332859,362242.835,444491.198,85,83,82,86,85,83,87,88,84,84,81,81
111,0.748284511,0.258345421,0.162038201,0.731223598,0.819134271,0.504615294,9.107656884,21.4830473,0.908840793,0.154820811,1.117186577,20.66741298,0.605037158,0.000407252,517337.4959,788426.846,81,82,79,83,87,82,82,85,81,82,81,80
112,0.308201722,0.520569456,0.338412066,0.678458103,0.790333516,0.415449213,19.70022299,32.03424668,0.762844886,0.304451653,0.818285637,24.45421617,0.429757209,0.000379543,198360.6031,296347.924,80,79,77,83,83,80,83,84,80,80,80,77
